Account,Account_Type,Region,Product_Category,Channel,Month,Version,Amount
Freight,EXP,Central,Personal Care,E-Commerce,2025-10,Actual,86675
Other_Opex,EXP,Central,Personal Care,E-Commerce,2025-10,Actual,121345
Gross_Sales,INC,Central,Personal Care,E-Commerce,2025-11,Actual,4147680
COGS,EXP,Central,Personal Care,E-Commerce,2025-11,Actual,1742026
Marketing,EXP,Central,Personal Care,E-Commerce,2025-11,Actual,248861
Distribution,EXP,Central,Personal Care,E-Commerce,2025-11,Actual,186646
Salary,EXP,Central,Personal Care,E-Commerce,2025-11,Actual,352553
Freight,EXP,Central,Personal Care,E-Commerce,2025-11,Actual,103692
Other_Opex,EXP,Central,Personal Care,E-Commerce,2025-11,Actual,145169
Gross_Sales,INC,Central,Personal Care,E-Commerce,2025-12,Actual,2990463
COGS,EXP,Central,Personal Care,E-Commerce,2025-12,Actual,1255994
Marketing,EXP,Central,Personal Care,E-Commerce,2025-12,Actual,179428
Distribution,EXP,Central,Personal Care,E-Commerce,2025-12,Actual,134571
Salary,EXP,Central,Personal Care,E-Commerce,2025-12,Actual,254189
Freight,EXP,Central,Personal Care,E-Commerce,2025-12,Actual,74762
Other_Opex,EXP,Central,Personal Care,E-Commerce,2025-12,Actual,104666
Gross_Sales,INC,Central,Personal Care,E-Commerce,2026-01,Actual,2626218
COGS,EXP,Central,Personal Care,E-Commerce,2026-01,Actual,1103012
Marketing,EXP,Central,Personal Care,E-Commerce,2026-01,Actual,157573
Distribution,EXP,Central,Personal Care,E-Commerce,2026-01,Actual,118180
Salary,EXP,Central,Personal Care,E-Commerce,2026-01,Actual,223229
Freight,EXP,Central,Personal Care,E-Commerce,2026-01,Actual,65655
Other_Opex,EXP,Central,Personal Care,E-Commerce,2026-01,Actual,91918
Gross_Sales,INC,Central,Personal Care,E-Commerce,2026-02,Actual,2827167
COGS,EXP,Central,Personal Care,E-Commerce,2026-02,Actual,1187410
Marketing,EXP,Central,Personal Care,E-Commerce,2026-02,Actual,169630
Distribution,EXP,Central,Personal Care,E-Commerce,2026-02,Actual,127223
Salary,EXP,Central,Personal Care,E-Commerce,2026-02,Actual,240309
Freight,EXP,Central,Personal Care,E-Commerce,2026-02,Actual,70679
Other_Opex,EXP,Central,Personal Care,E-Commerce,2026-02,Actual,98951
Gross_Sales,INC,Central,Personal Care,E-Commerce,2026-03,Actual,3004773
COGS,EXP,Central,Personal Care,E-Commerce,2026-03,Actual,1262005
Marketing,EXP,Central,Personal Care,E-Commerce,2026-03,Actual,180286
Distribution,EXP,Central,Personal Care,E-Commerce,2026-03,Actual,135215
Salary,EXP,Central,Personal Care,E-Commerce,2026-03,Actual,255406
Freight,EXP,Central,Personal Care,E-Commerce,2026-03,Actual,75119
Other_Opex,EXP,Central,Personal Care,E-Commerce,2026-03,Actual,105167
Gross_Sales,INC,Central,Personal Care,General Trade,2025-04,Actual,2518923
COGS,EXP,Central,Personal Care,General Trade,2025-04,Actual,1057948
Marketing,EXP,Central,Personal Care,General Trade,2025-04,Actual,151135
Distribution,EXP,Central,Personal Care,General Trade,2025-04,Actual,113352
Salary,EXP,Central,Personal Care,General Trade,2025-04,Actual,214108
Freight,EXP,Central,Personal Care,General Trade,2025-04,Actual,62973
Other_Opex,EXP,Central,Personal Care,General Trade,2025-04,Actual,88162
Gross_Sales,INC,Central,Personal Care,General Trade,2025-05,Actual,2644863
COGS,EXP,Central,Personal Care,General Trade,2025-05,Actual,1110842
Marketing,EXP,Central,Personal Care,General Trade,2025-05,Actual,158692
Distribution,EXP,Central,Personal Care,General Trade,2025-05,Actual,119019
Salary,EXP,Central,Personal Care,General Trade,2025-05,Actual,224813
Freight,EXP,Central,Personal Care,General Trade,2025-05,Actual,66122
Other_Opex,EXP,Central,Personal Care,General Trade,2025-05,Actual,92570
Gross_Sales,INC,Central,Personal Care,General Trade,2025-06,Actual,2115891
COGS,EXP,Central,Personal Care,General Trade,2025-06,Actual,888674
Marketing,EXP,Central,Personal Care,General Trade,2025-06,Actual,126953
Distribution,EXP,Central,Personal Care,General Trade,2025-06,Actual,95215
Salary,EXP,Central,Personal Care,General Trade,2025-06,Actual,179851
Freight,EXP,Central,Personal Care,General Trade,2025-06,Actual,52897
Other_Opex,EXP,Central,Personal Care,General Trade,2025-06,Actual,74056
Gross_Sales,INC,Central,Personal Care,General Trade,2025-07,Actual,2040327
COGS,EXP,Central,Personal Care,General Trade,2025-07,Actual,856937
Marketing,EXP,Central,Personal Care,General Trade,2025-07,Actual,122420
Distribution,EXP,Central,Personal Care,General Trade,2025-07,Actual,91815
Salary,EXP,Central,Personal Care,General Trade,2025-07,Actual,173428
Freight,EXP,Central,Personal Care,General Trade,2025-07,Actual,51008
Other_Opex,EXP,Central,Personal Care,General Trade,2025-07,Actual,71411
Gross_Sales,INC,Central,Personal Care,General Trade,2025-08,Actual,2191461
COGS,EXP,Central,Personal Care,General Trade,2025-08,Actual,920414
Marketing,EXP,Central,Personal Care,General Trade,2025-08,Actual,131488
Distribution,EXP,Central,Personal Care,General Trade,2025-08,Actual,98616
Salary,EXP,Central,Personal Care,General Trade,2025-08,Actual,186274
Freight,EXP,Central,Personal Care,General Trade,2025-08,Actual,54787
Other_Opex,EXP,Central,Personal Care,General Trade,2025-08,Actual,76701
Gross_Sales,INC,Central,Personal Care,General Trade,2025-09,Actual,2392980
COGS,EXP,Central,Personal Care,General Trade,2025-09,Actual,1005052
Marketing,EXP,Central,Personal Care,General Trade,2025-09,Actual,143579
Distribution,EXP,Central,Personal Care,General Trade,2025-09,Actual,107684
Salary,EXP,Central,Personal Care,General Trade,2025-09,Actual,203403
Freight,EXP,Central,Personal Care,General Trade,2025-09,Actual,59824
Other_Opex,EXP,Central,Personal Care,General Trade,2025-09,Actual,83754
Gross_Sales,INC,Central,Personal Care,General Trade,2025-10,Actual,2869074
COGS,EXP,Central,Personal Care,General Trade,2025-10,Actual,1205011
Marketing,EXP,Central,Personal Care,General Trade,2025-10,Actual,172144
Distribution,EXP,Central,Personal Care,General Trade,2025-10,Actual,129108
Salary,EXP,Central,Personal Care,General Trade,2025-10,Actual,243871
Freight,EXP,Central,Personal Care,General Trade,2025-10,Actual,71727
Other_Opex,EXP,Central,Personal Care,General Trade,2025-10,Actual,100418
Gross_Sales,INC,Central,Personal Care,General Trade,2025-11,Actual,3390729
COGS,EXP,Central,Personal Care,General Trade,2025-11,Actual,1424106
Marketing,EXP,Central,Personal Care,General Trade,2025-11,Actual,203444
Distribution,EXP,Central,Personal Care,General Trade,2025-11,Actual,152583
Salary,EXP,Central,Personal Care,General Trade,2025-11,Actual,288212
Freight,EXP,Central,Personal Care,General Trade,2025-11,Actual,84768
Other_Opex,EXP,Central,Personal Care,General Trade,2025-11,Actual,118676
Gross_Sales,INC,Central,Personal Care,General Trade,2025-12,Actual,2821194
COGS,EXP,Central,Personal Care,General Trade,2025-12,Actual,1184901
Marketing,EXP,Central,Personal Care,General Trade,2025-12,Actual,169272
Distribution,EXP,Central,Personal Care,General Trade,2025-12,Actual,126954
Salary,EXP,Central,Personal Care,General Trade,2025-12,Actual,239801
Freight,EXP,Central,Personal Care,General Trade,2025-12,Actual,70530
Other_Opex,EXP,Central,Personal Care,General Trade,2025-12,Actual,98742
Gross_Sales,INC,Central,Personal Care,General Trade,2026-01,Actual,2443359
COGS,EXP,Central,Personal Care,General Trade,2026-01,Actual,1026211
Marketing,EXP,Central,Personal Care,General Trade,2026-01,Actual,146602
Distribution,EXP,Central,Personal Care,General Trade,2026-01,Actual,109951
Salary,EXP,Central,Personal Care,General Trade,2026-01,Actual,207686
Freight,EXP,Central,Personal Care,General Trade,2026-01,Actual,61084
Other_Opex,EXP,Central,Personal Care,General Trade,2026-01,Actual,85518
Gross_Sales,INC,Central,Personal Care,General Trade,2026-02,Actual,2594490
COGS,EXP,Central,Personal Care,General Trade,2026-02,Actual,1089686
Marketing,EXP,Central,Personal Care,General Trade,2026-02,Actual,155669
Distribution,EXP,Central,Personal Care,General Trade,2026-02,Actual,116752
Salary,EXP,Central,Personal Care,General Trade,2026-02,Actual,220532
Freight,EXP,Central,Personal Care,General Trade,2026-02,Actual,64862
Other_Opex,EXP,Central,Personal Care,General Trade,2026-02,Actual,90807
Gross_Sales,INC,Central,Personal Care,General Trade,2026-03,Actual,2720433
COGS,EXP,Central,Personal Care,General Trade,2026-03,Actual,1142582
Marketing,EXP,Central,Personal Care,General Trade,2026-03,Actual,163226
Distribution,EXP,Central,Personal Care,General Trade,2026-03,Actual,122419
Salary,EXP,Central,Personal Care,General Trade,2026-03,Actual,231237
Freight,EXP,Central,Personal Care,General Trade,2026-03,Actual,68011
Other_Opex,EXP,Central,Personal Care,General Trade,2026-03,Actual,95215
Gross_Sales,INC,Central,Personal Care,Modern Trade,2025-04,Actual,2871567
COGS,EXP,Central,Personal Care,Modern Trade,2025-04,Actual,1206058
Marketing,EXP,Central,Personal Care,Modern Trade,2025-04,Actual,172294
Distribution,EXP,Central,Personal Care,Modern Trade,2025-04,Actual,129221
Salary,EXP,Central,Personal Care,Modern Trade,2025-04,Actual,244083
Freight,EXP,Central,Personal Care,Modern Trade,2025-04,Actual,71789
Other_Opex,EXP,Central,Personal Care,Modern Trade,2025-04,Actual,100505
Gross_Sales,INC,Central,Personal Care,Modern Trade,2025-05,Actual,3015150
COGS,EXP,Central,Personal Care,Modern Trade,2025-05,Actual,1266363
Marketing,EXP,Central,Personal Care,Modern Trade,2025-05,Actual,180909
Distribution,EXP,Central,Personal Care,Modern Trade,2025-05,Actual,135682
Salary,EXP,Central,Personal Care,Modern Trade,2025-05,Actual,256288
Freight,EXP,Central,Personal Care,Modern Trade,2025-05,Actual,75379
Other_Opex,EXP,Central,Personal Care,Modern Trade,2025-05,Actual,105530
Gross_Sales,INC,Central,Personal Care,Modern Trade,2025-06,Actual,2412120
COGS,EXP,Central,Personal Care,Modern Trade,2025-06,Actual,1013090
Marketing,EXP,Central,Personal Care,Modern Trade,2025-06,Actual,144727
Distribution,EXP,Central,Personal Care,Modern Trade,2025-06,Actual,108545
Salary,EXP,Central,Personal Care,Modern Trade,2025-06,Actual,205030
Freight,EXP,Central,Personal Care,Modern Trade,2025-06,Actual,60303
Other_Opex,EXP,Central,Personal Care,Modern Trade,2025-06,Actual,84424
Gross_Sales,INC,Central,Personal Care,Modern Trade,2025-07,Actual,2325969
COGS,EXP,Central,Personal Care,Modern Trade,2025-07,Actual,976907
Marketing,EXP,Central,Personal Care,Modern Trade,2025-07,Actual,139558
Distribution,EXP,Central,Personal Care,Modern Trade,2025-07,Actual,104669
Salary,EXP,Central,Personal Care,Modern Trade,2025-07,Actual,197707
Freight,EXP,Central,Personal Care,Modern Trade,2025-07,Actual,58149
Other_Opex,EXP,Central,Personal Care,Modern Trade,2025-07,Actual,81409
Gross_Sales,INC,Central,Personal Care,Modern Trade,2025-08,Actual,2498268
COGS,EXP,Central,Personal Care,Modern Trade,2025-08,Actual,1049273
Marketing,EXP,Central,Personal Care,Modern Trade,2025-08,Actual,149896
Distribution,EXP,Central,Personal Care,Modern Trade,2025-08,Actual,112422
Salary,EXP,Central,Personal Care,Modern Trade,2025-08,Actual,212353
Freight,EXP,Central,Personal Care,Modern Trade,2025-08,Actual,62457
Other_Opex,EXP,Central,Personal Care,Modern Trade,2025-08,Actual,87439
Gross_Sales,INC,Central,Personal Care,Modern Trade,2025-09,Actual,2727984
COGS,EXP,Central,Personal Care,Modern Trade,2025-09,Actual,1145753
Marketing,EXP,Central,Personal Care,Modern Trade,2025-09,Actual,163679
Distribution,EXP,Central,Personal Care,Modern Trade,2025-09,Actual,122759
Salary,EXP,Central,Personal Care,Modern Trade,2025-09,Actual,231879
Freight,EXP,Central,Personal Care,Modern Trade,2025-09,Actual,68200
Other_Opex,EXP,Central,Personal Care,Modern Trade,2025-09,Actual,95479
Gross_Sales,INC,Central,Personal Care,Modern Trade,2025-10,Actual,3270750
COGS,EXP,Central,Personal Care,Modern Trade,2025-10,Actual,1373715
Marketing,EXP,Central,Personal Care,Modern Trade,2025-10,Actual,196245
Distribution,EXP,Central,Personal Care,Modern Trade,2025-10,Actual,147184
Salary,EXP,Central,Personal Care,Modern Trade,2025-10,Actual,278014
Freight,EXP,Central,Personal Care,Modern Trade,2025-10,Actual,81769
Other_Opex,EXP,Central,Personal Care,Modern Trade,2025-10,Actual,114476
Gross_Sales,INC,Central,Personal Care,Modern Trade,2025-11,Actual,3865428
COGS,EXP,Central,Personal Care,Modern Trade,2025-11,Actual,1623480
Marketing,EXP,Central,Personal Care,Modern Trade,2025-11,Actual,231926
Distribution,EXP,Central,Personal Care,Modern Trade,2025-11,Actual,173944
Salary,EXP,Central,Personal Care,Modern Trade,2025-11,Actual,328561
Freight,EXP,Central,Personal Care,Modern Trade,2025-11,Actual,96636
Other_Opex,EXP,Central,Personal Care,Modern Trade,2025-11,Actual,135290
Gross_Sales,INC,Central,Personal Care,Modern Trade,2025-12,Actual,3216156
COGS,EXP,Central,Personal Care,Modern Trade,2025-12,Actual,1350786
Marketing,EXP,Central,Personal Care,Modern Trade,2025-12,Actual,192969
Distribution,EXP,Central,Personal Care,Modern Trade,2025-12,Actual,144727
Salary,EXP,Central,Personal Care,Modern Trade,2025-12,Actual,273373
Freight,EXP,Central,Personal Care,Modern Trade,2025-12,Actual,80404
Other_Opex,EXP,Central,Personal Care,Modern Trade,2025-12,Actual,112565
Gross_Sales,INC,Central,Personal Care,Modern Trade,2026-01,Actual,2785425
COGS,EXP,Central,Personal Care,Modern Trade,2026-01,Actual,1169878
Marketing,EXP,Central,Personal Care,Modern Trade,2026-01,Actual,167126
Distribution,EXP,Central,Personal Care,Modern Trade,2026-01,Actual,125344
Salary,EXP,Central,Personal Care,Modern Trade,2026-01,Actual,236761
Freight,EXP,Central,Personal Care,Modern Trade,2026-01,Actual,69636
Other_Opex,EXP,Central,Personal Care,Modern Trade,2026-01,Actual,97490
Gross_Sales,INC,Central,Personal Care,Modern Trade,2026-02,Actual,2957718
COGS,EXP,Central,Personal Care,Modern Trade,2026-02,Actual,1242242
Marketing,EXP,Central,Personal Care,Modern Trade,2026-02,Actual,177463
Distribution,EXP,Central,Personal Care,Modern Trade,2026-02,Actual,133097
Salary,EXP,Central,Personal Care,Modern Trade,2026-02,Actual,251406
Freight,EXP,Central,Personal Care,Modern Trade,2026-02,Actual,73943
Other_Opex,EXP,Central,Personal Care,Modern Trade,2026-02,Actual,103520
Gross_Sales,INC,Central,Personal Care,Modern Trade,2026-03,Actual,3101298
COGS,EXP,Central,Personal Care,Modern Trade,2026-03,Actual,1302545
Marketing,EXP,Central,Personal Care,Modern Trade,2026-03,Actual,186078
Distribution,EXP,Central,Personal Care,Modern Trade,2026-03,Actual,139558
Salary,EXP,Central,Personal Care,Modern Trade,2026-03,Actual,263610
Freight,EXP,Central,Personal Care,Modern Trade,2026-03,Actual,77532
Other_Opex,EXP,Central,Personal Care,Modern Trade,2026-03,Actual,108545
Gross_Sales,INC,Central,Personal Care,Quick Commerce,2025-04,Actual,2447187
COGS,EXP,Central,Personal Care,Quick Commerce,2025-04,Actual,1027819
Marketing,EXP,Central,Personal Care,Quick Commerce,2025-04,Actual,146831
Distribution,EXP,Central,Personal Care,Quick Commerce,2025-04,Actual,110123
Salary,EXP,Central,Personal Care,Quick Commerce,2025-04,Actual,208011
Freight,EXP,Central,Personal Care,Quick Commerce,2025-04,Actual,61180
Other_Opex,EXP,Central,Personal Care,Quick Commerce,2025-04,Actual,85652
Gross_Sales,INC,Central,Personal Care,Quick Commerce,2025-05,Actual,2603610
COGS,EXP,Central,Personal Care,Quick Commerce,2025-05,Actual,1093516
Marketing,EXP,Central,Personal Care,Quick Commerce,2025-05,Actual,156217
Distribution,EXP,Central,Personal Care,Quick Commerce,2025-05,Actual,117162
Salary,EXP,Central,Personal Care,Quick Commerce,2025-05,Actual,221307
Freight,EXP,Central,Personal Care,Quick Commerce,2025-05,Actual,65090
Other_Opex,EXP,Central,Personal Care,Quick Commerce,2025-05,Actual,91126
Gross_Sales,INC,Central,Personal Care,Quick Commerce,2025-06,Actual,2110146
COGS,EXP,Central,Personal Care,Quick Commerce,2025-06,Actual,886261
Marketing,EXP,Central,Personal Care,Quick Commerce,2025-06,Actual,126609
Distribution,EXP,Central,Personal Care,Quick Commerce,2025-06,Actual,94957
Salary,EXP,Central,Personal Care,Quick Commerce,2025-06,Actual,179362
Freight,EXP,Central,Personal Care,Quick Commerce,2025-06,Actual,52754
Other_Opex,EXP,Central,Personal Care,Quick Commerce,2025-06,Actual,73855
Gross_Sales,INC,Central,Personal Care,Quick Commerce,2025-07,Actual,2061051
COGS,EXP,Central,Personal Care,Quick Commerce,2025-07,Actual,865641
Marketing,EXP,Central,Personal Care,Quick Commerce,2025-07,Actual,123663
Distribution,EXP,Central,Personal Care,Quick Commerce,2025-07,Actual,92747
Salary,EXP,Central,Personal Care,Quick Commerce,2025-07,Actual,175189
Freight,EXP,Central,Personal Care,Quick Commerce,2025-07,Actual,51526
Other_Opex,EXP,Central,Personal Care,Quick Commerce,2025-07,Actual,72137
Gross_Sales,INC,Central,Personal Care,Quick Commerce,2025-08,Actual,2241954
COGS,EXP,Central,Personal Care,Quick Commerce,2025-08,Actual,941621
Marketing,EXP,Central,Personal Care,Quick Commerce,2025-08,Actual,134517
Distribution,EXP,Central,Personal Care,Quick Commerce,2025-08,Actual,100888
Salary,EXP,Central,Personal Care,Quick Commerce,2025-08,Actual,190566
Freight,EXP,Central,Personal Care,Quick Commerce,2025-08,Actual,56049
Other_Opex,EXP,Central,Personal Care,Quick Commerce,2025-08,Actual,78468
Gross_Sales,INC,Central,Personal Care,Quick Commerce,2025-09,Actual,2478933
COGS,EXP,Central,Personal Care,Quick Commerce,2025-09,Actual,1041152
Marketing,EXP,Central,Personal Care,Quick Commerce,2025-09,Actual,148736
Distribution,EXP,Central,Personal Care,Quick Commerce,2025-09,Actual,111552
Salary,EXP,Central,Personal Care,Quick Commerce,2025-09,Actual,210709
Freight,EXP,Central,Personal Care,Quick Commerce,2025-09,Actual,61973
Other_Opex,EXP,Central,Personal Care,Quick Commerce,2025-09,Actual,86763
Gross_Sales,INC,Central,Personal Care,Quick Commerce,2025-10,Actual,3009093
COGS,EXP,Central,Personal Care,Quick Commerce,2025-10,Actual,1263819
Marketing,EXP,Central,Personal Care,Quick Commerce,2025-10,Actual,180546
Distribution,EXP,Central,Personal Care,Quick Commerce,2025-10,Actual,135409
Salary,EXP,Central,Personal Care,Quick Commerce,2025-10,Actual,255773
Freight,EXP,Central,Personal Care,Quick Commerce,2025-10,Actual,75227
Other_Opex,EXP,Central,Personal Care,Quick Commerce,2025-10,Actual,105318
Gross_Sales,INC,Central,Personal Care,Quick Commerce,2025-11,Actual,3599868
COGS,EXP,Central,Personal Care,Quick Commerce,2025-11,Actual,1511945
Marketing,EXP,Central,Personal Care,Quick Commerce,2025-11,Actual,215992
Distribution,EXP,Central,Personal Care,Quick Commerce,2025-11,Actual,161994
Salary,EXP,Central,Personal Care,Quick Commerce,2025-11,Actual,305989
Freight,EXP,Central,Personal Care,Quick Commerce,2025-11,Actual,89997
Other_Opex,EXP,Central,Personal Care,Quick Commerce,2025-11,Actual,125995
Gross_Sales,INC,Central,Personal Care,Quick Commerce,2025-12,Actual,2595498
